,type,title,director,country,release_year,rating,listed_in,first_genre
6820,TV Show,Gabru: Hip Hop Revolution,desconocido,India,2018-01-01,TV-14,"International TV Shows, TV Dramas",International TV Shows
6821,Movie,Gagarin: First in Space,Pavel Parkhomenko,Russia,2013-01-01,TV-14,"Dramas, International Movies",Dramas
6822,TV Show,Galavant,desconocido,United States,2016-01-01,TV-PG,"TV Action & Adventure, TV Comedies",TV Action & Adventure
6823,Movie,Galih dan Ratna,Lucky Kuswandi,Indonesia,2017-01-01,TV-PG,"Dramas, International Movies, Romantic Movies",Dramas
6824,TV Show,Game Winning Hit,desconocido,Taiwan,2009-01-01,TV-MA,"International TV Shows, TV Comedies, TV Dramas",International TV Shows
6825,TV Show,Gangs of Hassepur,desconocido,India,2014-01-01,TV-PG,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",International TV Shows
6826,Movie,Gangs of New York,Martin Scorsese,"United States, Italy",2002-01-01,R,Dramas,Dramas
6827,TV Show,Gargantia on the Verdurous Planet,desconocido,Japan,2013-01-01,desconocido,"Anime Series, International TV Shows",Anime Series
6828,Movie,Garuda Di Dadaku,Ifa Isfansyah,Indonesia,2009-01-01,TV-PG,"Children & Family Movies, Dramas, Sports Movies",Children & Family Movies
6829,Movie,Garuda in My Heart 2,Rudy Soedjarwo,Indonesia,2011-01-01,TV-PG,"Children & Family Movies, Dramas, Sports Movies",Children & Family Movies
6830,Movie,Gehenna: Where Death Lives,Hiroshi Katagiri,"Japan, United States",2016-01-01,TV-MA,"Horror Movies, Thrillers",Horror Movies
6831,Movie,Gelo,Manbhavan Singh,India,2016-01-01,TV-MA,"Dramas, International Movies",Dramas
6832,Movie,Gemini,P.K. Baaburaaj,India,2018-01-01,TV-PG,Dramas,Dramas
6833,Movie,Gender Revolution: A Journey with Katie Couric,desconocido,United States,2017-01-01,TV-PG,"Documentaries, LGBTQ Movies",Documentaries
6834,TV Show,Genius of the Ancient World,desconocido,United Kingdom,2015-01-01,TV-PG,"British TV Shows, Docuseries, International TV Shows",British TV Shows
6835,TV Show,Genius of the Modern World,desconocido,United Kingdom,2016-01-01,TV-PG,"British TV Shows, Docuseries, International TV Shows",British TV Shows
6836,TV Show,Gentlemen and Gangsters,desconocido,Sweden,2016-01-01,TV-MA,"Crime TV Shows, International TV Shows, Romantic TV Shows",Crime TV Shows
6837,Movie,George of the Jungle 2,David Grossman,"United States, Australia",2003-01-01,PG,"Children & Family Movies, Comedies",Children & Family Movies
6838,TV Show,Geronimo Stilton,Guy Vasilovich,"Italy, Canada, France",2011-01-01,TV-Y,"Kids' TV, TV Comedies",Kids' TV
6839,Movie,Get Him to the Greek,Nicholas Stoller,United States,2010-01-01,R,"Comedies, Music & Musicals",Comedies
6840,Movie,Get Santa,Christopher Smith,"United Kingdom, United States",2014-01-01,PG,"Children & Family Movies, Comedies",Children & Family Movies
6841,TV Show,Get Shorty,desconocido,United States,2017-01-01,TV-MA,"Crime TV Shows, TV Comedies, TV Dramas",Crime TV Shows
6842,Movie,Get Smart,Peter Segal,United States,2008-01-01,PG-13,"Action & Adventure, Comedies",Action & Adventure
6843,Movie,Getting Played,David Silberg,United States,2005-01-01,PG-13,"Comedies, Romantic Movies",Comedies
6844,Movie,Ghayal,Rajkumar Santoshi,India,1990-01-01,TV-14,"Action & Adventure, Dramas, International Movies",Action & Adventure
6845,Movie,Ghost House,Rich Ragsdale,"Thailand, United States",2017-01-01,TV-MA,Horror Movies,Horror Movies
6846,Movie,Ghost Pain,"Kazuchika Kise, Masahiko Murata",Japan,2013-01-01,TV-MA,"Action & Adventure, Anime Features, International Movies",Action & Adventure
6847,Movie,Ghost Rider,Mark Steven Johnson,"United States, Australia",2007-01-01,PG-13,"Action & Adventure, Sci-Fi & Fantasy",Action & Adventure
6848,Movie,Ghost Tears,Kazuchika Kise,Japan,2014-01-01,TV-MA,"Action & Adventure, Anime Features, International Movies",Action & Adventure
6849,TV Show,Ghost Town Gold,desconocido,United States,2012-01-01,TV-14,Reality TV,Reality TV
6850,Movie,Ghost Whispers,Kazuchika Kise,Japan,2013-01-01,TV-14,"Action & Adventure, Anime Features, International Movies",Action & Adventure
6851,Movie,Ghulam-E-Musthafa,Partho Ghosh,India,1997-01-01,TV-MA,"Action & Adventure, Dramas, International Movies",Action & Adventure
6852,Movie,Gie,Riri Riza,Indonesia,2005-01-01,TV-14,"Dramas, International Movies",Dramas
6853,Movie,Gigi,"Vincente Minnelli, Charles Walters",United States,1958-01-01,G,"Classic Movies, Comedies, Music & Musicals",Classic Movies
6854,Movie,Ginger & Rosa,Sally Potter,"United Kingdom, Denmark, Canada, Croatia",2012-01-01,PG-13,"Dramas, Independent Movies",Dramas
6855,Movie,"Girl, Boy, Bakla, Tomboy",Wenn V. Deramas,Philippines,2013-01-01,TV-14,"Comedies, International Movies",Comedies
6856,Movie,GLOW: The Story of the Gorgeous Ladies of Wrestling,Brett Whitcomb,United States,2012-01-01,NR,"Documentaries, Sports Movies",Documentaries
6857,TV Show,Glowing Embers,desconocido,desconocido,2010-01-01,TV-14,"International TV Shows, TV Dramas",International TV Shows
6858,Movie,God Bless the Broken Road,Harold Cronk,United States,2018-01-01,PG,"Children & Family Movies, Dramas, Faith & Spirituality",Children & Family Movies
6859,Movie,God Knows Where I Am,"Jedd Wider, Todd Wider",United States,2016-01-01,TV-PG,Documentaries,Documentaries
6860,Movie,God of War,Gordon Chan,"China, Hong Kong",2017-01-01,NR,"Action & Adventure, International Movies",Action & Adventure
6861,Movie,God's Not Dead,Harold Cronk,United States,2014-01-01,PG,"Dramas, Faith & Spirituality",Dramas
6862,Movie,God's Not Dead: A Light in Darkness,Michael Mason,United States,2018-01-01,PG,"Dramas, Faith & Spirituality",Dramas
6863,Movie,God's Own Country,Francis Lee,United Kingdom,2017-01-01,TV-MA,"Dramas, Independent Movies, International Movies",Dramas
6864,Movie,Gol Maal,Hrishikesh Mukherjee,India,1979-01-01,TV-PG,"Classic Movies, Comedies, International Movies",Classic Movies
6865,Movie,Golden Time,Takuya Inaba,Japan,2013-01-01,TV-Y,"International Movies, Sci-Fi & Fantasy",International Movies
6866,Movie,GoldenEye,Martin Campbell,"United Kingdom, United States",1995-01-01,PG-13,Action & Adventure,Action & Adventure
6867,Movie,Goldie,Sam de Jong,United States,2019-01-01,TV-MA,Dramas,Dramas
6868,TV Show,Goldie & Bear,desconocido,United States,2017-01-01,TV-Y,Kids' TV,Kids' TV
6869,Movie,Goldstone,Ivan Sen,Australia,2016-01-01,R,Thrillers,Thrillers
6870,Movie,Golmaal: Fun Unlimited,Rohit Shetty,India,2006-01-01,TV-14,"Comedies, International Movies",Comedies
6871,TV Show,Gomorrah,desconocido,"Italy, Germany",2016-01-01,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows
6872,Movie,Gone are the Days,Mark Landre Gould,United States,2018-01-01,R,Independent Movies,Independent Movies
6873,TV Show,Gonul,Neslihan Yesilyurt,Turkey,2015-01-01,TV-14,"International TV Shows, TV Dramas, TV Thrillers",International TV Shows
6874,Movie,Good Kids,Chris McCoy,United States,2016-01-01,R,"Comedies, Independent Movies",Comedies
6875,Movie,Good Kill,Andrew Niccol,United States,2014-01-01,R,Dramas,Dramas
6876,Movie,Good Kisser,Wendy Jo Carlton,United States,2019-01-01,TV-MA,"Comedies, Dramas, Independent Movies",Comedies
6877,Movie,Good Luck,Tarek Abdel Moaty,Egypt,2012-01-01,TV-MA,"Dramas, International Movies",Dramas
6878,Movie,"Good Night, and Good Luck",George Clooney,"United States, France, United Kingdom, Japan",2005-01-01,PG,Dramas,Dramas
6879,Movie,Good People,Henrik Ruben Genz,"United States, United Kingdom, Denmark, Sweden",2014-01-01,R,"Action & Adventure, Thrillers",Action & Adventure
6880,Movie,GoodFellas,Martin Scorsese,United States,1990-01-01,R,"Classic Movies, Dramas",Classic Movies
6881,Movie,Gook,Justin Chon,United States,2017-01-01,TV-MA,"Dramas, Independent Movies",Dramas
6882,Movie,Goon,Michael Dowse,"United States, Canada",2011-01-01,R,"Comedies, Sports Movies",Comedies
6883,Movie,Goosebumps 2: Haunted Halloween,Ari Sandel,"United States, United Kingdom",2018-01-01,PG,"Children & Family Movies, Comedies",Children & Family Movies
6884,Movie,Gosford Park,Robert Altman,"United States, United Kingdom, Italy",2001-01-01,R,"Comedies, Dramas, International Movies",Comedies
6885,TV Show,Gossip Girl,desconocido,United States,2012-01-01,TV-14,"TV Dramas, Teen TV Shows",TV Dramas
6886,Movie,Gothika,Mathieu Kassovitz,"United States, France, Canada, Spain",2003-01-01,R,"Horror Movies, Thrillers",Horror Movies
6887,Movie,Gour Hari Dastaan: The Freedom File,Ananth Narayan Mahadevan,India,2015-01-01,TV-14,"Dramas, Independent Movies, International Movies",Dramas
6888,Movie,Gran Torino,Clint Eastwood,"Germany, United States",2008-01-01,R,Dramas,Dramas
6889,TV Show,Grand Designs,desconocido,United Kingdom,2017-01-01,TV-14,"British TV Shows, International TV Shows, Reality TV",British TV Shows
6890,TV Show,Grand Hotel,desconocido,Spain,2013-01-01,TV-PG,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",International TV Shows
6891,Movie,Grand Masti,Indra Kumar,India,2013-01-01,TV-MA,"Comedies, International Movies, Music & Musicals",Comedies
6892,Movie,Grass,Tanuj Chopra,United States,2017-01-01,TV-MA,"Comedies, Independent Movies",Comedies
6893,Movie,Grease,Randal Kleiser,United States,1978-01-01,PG,"Classic Movies, Comedies, Music & Musicals",Classic Movies
6894,TV Show,Great Interior Design Challenge,desconocido,United Kingdom,2016-01-01,TV-PG,"British TV Shows, International TV Shows, Reality TV",British TV Shows
6895,TV Show,Great Yellowstone Thaw,desconocido,United Kingdom,2017-01-01,TV-PG,"Docuseries, Science & Nature TV",Docuseries
6896,Movie,Green Room,Jeremy Saulnier,United States,2015-01-01,R,"Horror Movies, Thrillers",Horror Movies
6897,Movie,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),Abba T. Makama,Nigeria,2016-01-01,TV-MA,"Comedies, Independent Movies, International Movies",Comedies
6898,Movie,Gringo: The Dangerous Life of John McAfee,Nanette Burstein,United States,2016-01-01,TV-MA,Documentaries,Documentaries
6899,Movie,Growing Up Coy,Eric Juhola,United States,2016-01-01,TV-PG,"Documentaries, LGBTQ Movies",Documentaries
6900,Movie,Gun Runners,Anjali Nayar,Canada,2015-01-01,TV-PG,"Documentaries, International Movies, Sports Movies",Documentaries
6901,TV Show,Gunslinger Girl,desconocido,Japan,2008-01-01,TV-14,"Anime Series, Crime TV Shows",Anime Series
6902,Movie,Guy Martin: Last Flight of the Vulcan Bomber,James Woodroffe,United Kingdom,2015-01-01,TV-G,"Documentaries, International Movies",Documentaries
6903,Movie,Héroes,Esteban Vidal,Chile,2015-01-01,TV-MA,"Comedies, International Movies",Comedies
6904,Movie,Hükümet Kadin,Sermiyan Midyat,Turkey,2013-01-01,TV-MA,"Comedies, International Movies",Comedies
6905,Movie,Hükümet Kadin 2,Sermiyan Midyat,Turkey,2013-01-01,TV-14,"Comedies, International Movies",Comedies
6906,TV Show,Ha Unlimited,desconocido,desconocido,2016-01-01,TV-MA,"International TV Shows, TV Comedies",International TV Shows
6907,Movie,Haapus,desconocido,India,2010-01-01,TV-14,"Comedies, Dramas, International Movies",Comedies
6908,Movie,Hadi İnşallah,Ali Taner Baltacı,Turkey,2014-01-01,TV-14,"Comedies, International Movies, Romantic Movies",Comedies
6909,Movie,Hairspray,Adam Shankman,"United States, United Kingdom, Canada",2007-01-01,PG,"Children & Family Movies, Comedies, Music & Musicals",Children & Family Movies
6910,Movie,HALO Legends,"Shinji Aramaki, Mamoru Oshii, Hideki Futamura, Toshiyuki Kanno, Tomoki Kyoda, Koichi Mashimo, Yasushi Muraki, Daisuke Nishio, Frank O'Connor, Koji Sawai, Joseph Chou, Hiroshi Yamazaki","United States, Japan",2009-01-01,PG-13,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",Action & Adventure
6911,Movie,Halo: The Fall of Reach,Ian Kirby,United States,2015-01-01,TV-14,"Action & Adventure, Sci-Fi & Fantasy",Action & Adventure
6912,Movie,Hamara Dil Aapke Paas Hai,Satish Kaushik,India,2000-01-01,TV-14,"Dramas, International Movies, Music & Musicals",Dramas
6913,Movie,Hamburger Hill,John Irvin,United States,1987-01-01,R,"Action & Adventure, Dramas",Action & Adventure
6914,Movie,Hamza's Suitcase,Akram Farouk,Egypt,2017-01-01,TV-14,"Comedies, International Movies",Comedies
6915,Movie,Hangman,Johnny Martin,United States,2017-01-01,R,Thrillers,Thrillers
6916,Movie,Hank: Five Years from the Brink,Joe Berlinger,United States,2013-01-01,TV-14,Documentaries,Documentaries
6917,TV Show,Hannibal,desconocido,United States,2015-01-01,TV-MA,"TV Horror, TV Mysteries, TV Thrillers",TV Horror
6918,Movie,Hans Zimmer: Live in Prague,Tim Van Someren,United Kingdom,2017-01-01,TV-G,"International Movies, Music & Musicals",International Movies
6919,TV Show,Happy 300 Days,desconocido,Taiwan,2013-01-01,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows
6920,Movie,Happy Hunting,"Joe Dietsch, Louie Gibson",United States,2017-01-01,TV-MA,"Horror Movies, Independent Movies",Horror Movies
6921,Movie,Happy Times,Luis Javier M. Henaine,Mexico,2014-01-01,NR,"Comedies, International Movies, Romantic Movies",Comedies
6922,TV Show,Happy Valley,desconocido,United Kingdom,2016-01-01,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",British TV Shows
6923,TV Show,Happyish,desconocido,United States,2015-01-01,TV-MA,"TV Comedies, TV Dramas",TV Comedies
6924,Movie,Hard Tide,"Robert Osman, Nathanael Wiseman",United Kingdom,2015-01-01,TV-MA,"Dramas, Independent Movies",Dramas
6925,Movie,Hardcore Henry,Ilya Naishuller,"Russia, United States, China",2015-01-01,R,"Action & Adventure, International Movies, Sci-Fi & Fantasy",Action & Adventure
6926,Movie,Harlem Globetrotters: The Team That Changed the World,desconocido,desconocido,2005-01-01,TV-14,"Documentaries, Sports Movies",Documentaries
6927,Movie,Harold & Kumar Escape from Guantanamo Bay,"Jon Hurwitz, Hayden Schlossberg",United States,2008-01-01,R,"Comedies, Cult Movies",Comedies
6928,Movie,Harold & Kumar Go to White Castle,Danny Leiner,"United States, Canada, Germany",2004-01-01,R,"Comedies, Cult Movies",Comedies
6929,Movie,Harold and Lillian: A Hollywood Love Story,Daniel Raim,United States,2015-01-01,TV-14,Documentaries,Documentaries
6930,TV Show,Harold Shipman - Driven to Kill,desconocido,United Kingdom,2014-01-01,TV-14,"British TV Shows, Crime TV Shows, Docuseries",British TV Shows
6931,Movie,Harriet the Spy: Blog Wars,Ron Oliver,"United States, Canada",2010-01-01,TV-G,"Children & Family Movies, Comedies",Children & Family Movies
6932,TV Show,Harry & Bunnie,Ah Loong,Malaysia,2017-01-01,TV-Y7,"Kids' TV, TV Comedies",Kids' TV
6933,Movie,Harry and Snowman,Ron Davis,United States,2015-01-01,TV-PG,"Documentaries, Sports Movies",Documentaries
6934,Movie,Harry Benson: Shoot First,"Justin Bare, Matthew Miele",United States,2016-01-01,NR,Documentaries,Documentaries
6935,TV Show,Hart of Dixie,desconocido,United States,2014-01-01,TV-PG,"TV Comedies, TV Dramas",TV Comedies
6936,Movie,Haseena Maan Jaayegi,David Dhawan,India,1999-01-01,TV-PG,"Action & Adventure, Comedies, Dramas",Action & Adventure
6937,TV Show,Hati Perempuan,desconocido,Indonesia,2015-01-01,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows
6938,Movie,Haunters: The Art of the Scare,Jon Schnitzer,United States,2017-01-01,TV-MA,"Documentaries, Horror Movies",Documentaries
6939,Movie,Haunting on Fraternity Row,Brant Sersen,United States,2018-01-01,TV-MA,"Horror Movies, Independent Movies",Horror Movies
6940,Movie,Have You Seen the Listers?,Eddie Martin,Australia,2017-01-01,TV-MA,"Documentaries, International Movies",Documentaries
6941,TV Show,Haven,desconocido,"Canada, United States",2015-01-01,TV-14,"Classic & Cult TV, TV Horror, TV Mysteries",Classic & Cult TV
6942,Movie,Havenhurst,Andrew C. Erin,United States,2016-01-01,TV-MA,"Horror Movies, Thrillers",Horror Movies
6943,Movie,Haywire,Steven Soderbergh,"Ireland, United States",2011-01-01,R,Action & Adventure,Action & Adventure
6944,Movie,He Named Me Malala,Davis Guggenheim,"United States, United Arab Emirates",2015-01-01,PG-13,Documentaries,Documentaries
6945,Movie,He's Out There,Quinn Lasher,United States,2018-01-01,R,"Horror Movies, Thrillers",Horror Movies
6946,Movie,Head Count,Elle Callahan,United States,2018-01-01,TV-MA,"Horror Movies, Independent Movies",Horror Movies
6947,Movie,Head On,Ana Kokkinos,Australia,1998-01-01,TV-MA,"Dramas, Independent Movies, LGBTQ Movies",Dramas
6948,Movie,Heal,Kelly Noonan,United States,2017-01-01,TV-14,Documentaries,Documentaries
6949,Movie,Heartbreakers,David Mirkin,United States,2001-01-01,PG-13,"Comedies, Romantic Movies",Comedies
6950,Movie,Heartthrob,Chris Sivertson,United States,2017-01-01,TV-MA,Thrillers,Thrillers
6951,TV Show,Heavy Rescue: 401,desconocido,Canada,2018-01-01,TV-MA,"International TV Shows, Reality TV",International TV Shows
6952,Movie,Hedgehogs,Huang Jianming,"United States, China",2016-01-01,PG,Children & Family Movies,Children & Family Movies
6953,TV Show,Helix,desconocido,"United States, Canada",2015-01-01,TV-MA,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",TV Horror
6954,Movie,Hell and Back,"Tom Gianas, Ross R. Shuman",United States,2015-01-01,R,"Action & Adventure, Comedies, Independent Movies",Action & Adventure
6955,TV Show,Hell on Wheels,desconocido,"Canada, United Kingdom",2016-01-01,TV-14,"Crime TV Shows, TV Action & Adventure",Crime TV Shows
6956,Movie,Hell or High Water,David Mackenzie,United States,2016-01-01,R,"Dramas, Independent Movies",Dramas
6957,Movie,Hellboy,Guillermo del Toro,United States,2004-01-01,PG-13,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",Action & Adventure
6958,Movie,Her,Spike Jonze,United States,2013-01-01,R,"Dramas, Romantic Movies, Sci-Fi & Fantasy",Dramas
6959,Movie,Her Only Choice,Christel Gibson,United States,2018-01-01,TV-14,Dramas,Dramas
